iter	Logloss
249	0.2190345971
250	0.2189862163
251	0.2189064464
252	0.2188592929
253	0.2188201832
254	0.2187549198
255	0.2186870944
256	0.2186360631
257	0.2185683841
258	0.2185207505
259	0.2184729747
260	0.2184103401
261	0.2183313221
262	0.2182716187
263	0.2181532825
264	0.2181291532
265	0.2180561649
266	0.2180072668
267	0.2179514187
268	0.2179285972
269	0.217877533
270	0.2178017375
271	0.2177260421
272	0.2176684105
273	0.2175670722
274	0.2174953905
275	0.2174268772
276	0.21739448
277	0.2173527683
278	0.2172559186
279	0.2172129119
280	0.2171873117
281	0.2171127441
282	0.2170775338
283	0.2169939513
284	0.2169613345
285	0.2169041582
286	0.2168809305
287	0.2168392984
288	0.2167704245
289	0.2166986731
290	0.2166354713
291	0.2165926463
292	0.2165123019
293	0.216440495
294	0.21638683
295	0.2163561303
296	0.2162972839
297	0.2162793509
298	0.2162292506
299	0.2161886303
300	0.2161287897
301	0.2160635779
302	0.2160349128
303	0.2160159451
304	0.2159634029
305	0.2159179295
306	0.2158375862
307	0.2158079718
308	0.2157586495
309	0.2157033359
310	0.2156451589
311	0.2156024981
312	0.2155447532
313	0.2155135338
314	0.2154805004
315	0.2154190554
316	0.2153825959
317	0.2153116012
318	0.2152421144
319	0.2151992444
320	0.2151031944
321	0.2150454863
322	0.2150067857
323	0.2149408639
324	0.214914522
325	0.2148561187
326	0.21480486
327	0.2147653761
328	0.214730824
329	0.2146274521
330	0.2145770194
331	0.2144974735
332	0.2144532963
333	0.2144018263
334	0.2143345312
335	0.2142978703
336	0.214258099
337	0.2142071588
338	0.2141529981
339	0.2141129744
340	0.21407847
341	0.2140163448
342	0.2139809801
343	0.2139237706
344	0.2138839255
345	0.2138602858
346	0.2137967138
347	0.2137378686
348	0.2136773299
349	0.2136493849
350	0.2136122893
351	0.213555824
352	0.2135121156
353	0.2134590153
354	0.2134389156
355	0.2133758958
356	0.2133359372
357	0.2133199709
358	0.2132490099
359	0.2131478222
360	0.2130988176
361	0.2130574628
362	0.2129944105
363	0.2129493127
364	0.2129060718
365	0.21286954
366	0.2128348481
367	0.2128123754
368	0.2127770937
369	0.2127477641
370	0.2127256966
371	0.2126533371
372	0.2126044335
373	0.2125649063
374	0.2125475639
375	0.2125063877
376	0.2124717965
377	0.2124322586
378	0.2123828154
379	0.2123385653
380	0.2122808293
381	0.2122417087
382	0.2122145504
383	0.2121857819
384	0.2121397395
385	0.2120981486
386	0.2120577276
387	0.2120225687
388	0.2119856038
389	0.2119549047
390	0.2119102955
391	0.211868432
392	0.2118123552
393	0.2117777082
394	0.2117473381
395	0.2116947254
396	0.2116547618
397	0.2116180673
398	0.21156322
399	0.2115250471
400	0.2114847562
401	0.2114278997
402	0.2113921219
403	0.211371003
404	0.2112970339
405	0.2112232171
406	0.2111994705
407	0.2111555207
408	0.2110988069
409	0.2110388857
410	0.2109834699
411	0.2109534894
412	0.2109077525
413	0.210867756
414	0.2108410111
415	0.2107757761
416	0.210707583
417	0.2106119597
418	0.21060891
419	0.210572799
420	0.2105323569
421	0.2104789129
422	0.2104286004
423	0.2103872436
424	0.2103696936
425	0.2103434658
426	0.2102977875
427	0.2102326441
428	0.2101889907
429	0.2101520426
430	0.2101145466
431	0.2100965079
432	0.2100658719
433	0.2100313674
434	0.209997863
435	0.2099587215
436	0.2099191877
437	0.2098681325
438	0.2098259155
439	0.2097850927
440	0.2097382897
441	0.2097005232
442	0.2096755305
443	0.2096179451
444	0.2095864912
445	0.209522059
446	0.2094755686
447	0.2094496124
448	0.2094131415
449	0.2093791812
450	0.209336871
451	0.2092858897
452	0.2092503208
453	0.209234904
454	0.2091911745
455	0.2091610313
456	0.2091116662
457	0.2090875469
458	0.2090345461
459	0.2089955995
460	0.2089578534
461	0.2089282356
462	0.2088987198
463	0.2088376077
464	0.2088059916
465	0.2087671037
466	0.2087507008
467	0.2087144356
468	0.2086478396
469	0.2086259298
470	0.20856719
471	0.2085311968
472	0.2085001927
473	0.2084343682
474	0.208377724
475	0.2083590423
476	0.2083181713
477	0.2082863177
478	0.2082443692
479	0.2082041712
480	0.2081686421
481	0.208125547
482	0.2080666775
483	0.2080114721
484	0.2079808301
485	0.2079321329
486	0.2079078751
487	0.2078673292
488	0.2078410971
489	0.2078104117
490	0.2077735785
491	0.2077396924
492	0.2077058421
493	0.2076664617
494	0.2076319145
495	0.2075987705
496	0.2075673159
497	0.2075392607
498	0.2075058101
499	0.2074572007
500	0.2074026167
501	0.207361731
502	0.2073112403
503	0.2072823629
504	0.2072255108
505	0.207204715
506	0.2071826909
507	0.2071512017
508	0.2071378152
509	0.2070933771
510	0.2070384606
511	0.206995298
512	0.206949257
513	0.2069243868
514	0.2068676939
515	0.2068286153
516	0.2067917892
517	0.2067562687
518	0.2067298693
519	0.206691302
520	0.2066525379
521	0.2066186422
522	0.2065854331
523	0.2065452971
524	0.2065016936
525	0.2064672454
526	0.2064498346
527	0.2064079779
528	0.2063661318
529	0.206348509
530	0.2063111498
531	0.2062764447
532	0.2062478636
533	0.2062315311
534	0.2061803876
535	0.2061499036
536	0.206105651
537	0.206068659
538	0.2060541675
539	0.2060147334
540	0.2059860529
541	0.2059360156
542	0.2059093295
543	0.2058824517
544	0.2058534157
545	0.2058080206
546	0.2057739455
547	0.2057499718
548	0.2057177102
549	0.205678534
550	0.2056419774
551	0.2055954434
552	0.2055244293
553	0.2054784696
554	0.2054483896
555	0.2054338663
556	0.2053944652
557	0.2053549562
558	0.2053230318
559	0.2052917448
560	0.2052488133
561	0.2052317356
562	0.2051764684
563	0.2051407241
564	0.2051055992
565	0.2050727391
566	0.2050392802
567	0.2050031091
568	0.2049749541
569	0.2049520225
570	0.2049340367
571	0.2049002189
572	0.2048581651
573	0.2048183748
574	0.2047778569
575	0.2047396622
576	0.2047239231
577	0.2046770312
578	0.2046500201
579	0.204619882
580	0.2045989574
581	0.2045564745
582	0.2045290135
583	0.2044970654
584	0.2044583856
585	0.2044236533
586	0.2043981841
587	0.2043630166
588	0.2043200289
589	0.2042899586
590	0.2042646505
591	0.2042386938
592	0.2041941813
593	0.2041767897
594	0.2041596144
595	0.2041370656
596	0.2041045608
597	0.2040518053
598	0.2040167528
599	0.2039828117
600	0.2039582006
601	0.2039093335
602	0.2038749162
603	0.2038487681
604	0.2038076611
605	0.2037590257
606	0.203738295
607	0.2036981616
608	0.2036838272
609	0.2036475681
610	0.2036057503
611	0.2035594008
612	0.2035329797
613	0.2034982755
614	0.2034611859
615	0.2034496219
616	0.2034128644
617	0.2033974499
618	0.2033704015
619	0.2033341071
620	0.2033070509
621	0.2032852481
622	0.2032650041
623	0.203205944
624	0.2031730374
625	0.2031397286
626	0.2031120732
627	0.2030718237
628	0.2030344923
629	0.203015123
630	0.2029653014
631	0.2029255649
632	0.2028900932
633	0.2028616144
634	0.2028112182
635	0.2027708178
636	0.2027370966
637	0.2027091984
638	0.2026957479
639	0.2026615919
640	0.2026307258
641	0.2026027217
642	0.2025790784
643	0.2025484453
644	0.2025209523
645	0.2025076419
646	0.2024797994
647	0.202454921
648	0.2024109133
649	0.2023822795
650	0.202327591
651	0.2022909415
652	0.2022583456
653	0.2022049376
654	0.2021823149
655	0.2021658951
656	0.202124766
657	0.2020953143
658	0.2020556817
659	0.2020209656
660	0.2019881161
661	0.20196145
662	0.2019181578
663	0.2018790136
664	0.2018354503
665	0.201806139
666	0.2017541323
667	0.2017174128
668	0.2016815529
669	0.2016598943
670	0.2016140559
671	0.2015931726
672	0.2015510386
673	0.2015257135
674	0.2015005506
675	0.2014684385
676	0.2014320272
677	0.2014070739
678	0.201351458
679	0.201309856
680	0.2012834726
681	0.2012401499
682	0.2012005848
683	0.2011807879
684	0.2011474407
685	0.2011039336
686	0.2010657573
687	0.2010234794
688	0.2009994835
689	0.2009740539
690	0.2009398814
691	0.2009066353
692	0.2008615977
693	0.2008268688
694	0.200804728
695	0.2007694199
696	0.2007333466
697	0.2006921899
698	0.2006578926
699	0.2006207449
700	0.2005832661
701	0.2005605184
702	0.200526963
703	0.2005001419
704	0.2004792404
705	0.2004411741
706	0.2004096438
707	0.2003746536
708	0.2003283834
709	0.2003128952
710	0.2002885571
711	0.2002529971
712	0.2002035359
713	0.200173496
714	0.2001423932
715	0.2001009968
716	0.2000648644
717	0.2000426127
718	0.2000033126
719	0.19998374
720	0.1999676164
721	0.1999437047
722	0.1999022566
723	0.1998811498
724	0.1998674065
725	0.1998485331
726	0.1998332657
727	0.1997963453
728	0.1997418132
729	0.1997171747
730	0.1996751731
731	0.1996511627
732	0.1996255708
733	0.1995964978
734	0.1995744774
735	0.1995394047
736	0.1995048271
737	0.1994948504
738	0.1994590874
739	0.199438086
740	0.199416172
741	0.1993874503
742	0.1993403132
743	0.1993080847
744	0.199270458
745	0.1992256341
746	0.1992030099
747	0.1991880258
748	0.1991606161
749	0.199145977
750	0.1991296722
751	0.1990827978
752	0.1990622652
753	0.1990237299
754	0.1989988118
755	0.1989589501
756	0.1989436877
757	0.1989228923
758	0.1989038331
759	0.1988664692
760	0.1988364236
761	0.1988154161
762	0.1987867179
763	0.1987503307
764	0.1987127888
765	0.1986790476
766	0.1986456059
767	0.1985923804
768	0.198560847
769	0.1985398089
770	0.1985123049
771	0.1984815845
772	0.1984594891
773	0.1984457419
774	0.1984262496
775	0.1983914517
776	0.1983704512
777	0.198358913
778	0.1983357369
779	0.1982904114
780	0.1982562124
781	0.1982347669
782	0.1982105956
783	0.198162258
784	0.1981321007
785	0.1980958691
786	0.1980681429
787	0.1980313116
788	0.197990096
789	0.1979644964
790	0.1979335813
791	0.1979044369
792	0.1978598246
793	0.1978246367
794	0.1978035544
795	0.1977738857
796	0.1977546625
797	0.1977389634
798	0.1977029919
799	0.1976653377
800	0.1976269612
801	0.1976108269
802	0.1975739512
803	0.1975372549
804	0.1975045602
805	0.1974863609
806	0.1974600594
807	0.1974405073
808	0.1974080123
809	0.1973749448
810	0.1973578395
811	0.1973417789
812	0.1972831309
813	0.1972468584
814	0.19721599
815	0.1971861845
816	0.1971472463
817	0.1971250143
818	0.1971002355
819	0.1970609488
820	0.1970170051
821	0.1969856544
822	0.1969526843
823	0.1969335483
824	0.1968938087
825	0.1968575326
826	0.1968318339
827	0.1968048346
828	0.1967771155
829	0.1967488811
830	0.1967262262
831	0.1966955991
832	0.1966672779
833	0.1966277673
834	0.1966099272
835	0.1966058876
836	0.1965705571
837	0.1965510786
838	0.1965325926
839	0.1965001989
840	0.1964681864
841	0.196440147
842	0.1964101686
843	0.1963772014
844	0.1963471247
845	0.1963291347
846	0.1962877966
847	0.1962672349
848	0.1962471175
849	0.1962222361
850	0.196185033
851	0.1961603619
852	0.1961350065
853	0.1960868619
854	0.1960708224
855	0.196044145
856	0.1960301651
857	0.1960088609
858	0.1959545772
859	0.1959339146
860	0.1959263001
861	0.1959051309
862	0.1958766679
863	0.1958391174
864	0.195804373
865	0.1957711199
866	0.1957257947
867	0.1957037592
868	0.1956898864
869	0.195653242
870	0.1956156273
871	0.195595984
872	0.1955390373
873	0.1955312735
874	0.1955040465
875	0.1954676851
876	0.1954436703
877	0.1954158446
878	0.1953863123
879	0.1953743963
880	0.1953442947
881	0.1953304433
882	0.1952880675
883	0.1952546656
884	0.1952213098
885	0.1951944556
886	0.195164693
887	0.1951409164
888	0.195111699
889	0.195064406
890	0.1950474506
891	0.1950306359
892	0.195010155
893	0.1949739039
894	0.1949423976
895	0.1949023908
896	0.1948557738
897	0.1948274343
898	0.1947839862
899	0.1947527672
900	0.194710792
901	0.1946651104
902	0.1946318581
903	0.1945962873
904	0.1945762468
905	0.194550922
906	0.194535673
907	0.1945141429
908	0.1944928122
909	0.1944834748
910	0.1944578983
911	0.1944090389
912	0.1943935721
913	0.1943763663
914	0.1943575196
915	0.194314783
916	0.1942798998
917	0.1942582109
918	0.1942332762
919	0.1942085017
920	0.1941816894
921	0.1941727828
922	0.194131107
923	0.1941183211
924	0.1940792662
925	0.1940527217
926	0.1940353606
927	0.1940001996
928	0.1939650922
929	0.1939388417
930	0.1939090727
931	0.1938765046
932	0.1938452285
933	0.193823517
934	0.1937877993
935	0.193768279
936	0.1937362147
937	0.1936998382
938	0.1936819837
939	0.1936510055
940	0.193633627
941	0.1936160467
942	0.1935882413
943	0.1935546246
944	0.193529959
945	0.1935019751
946	0.1934835797
947	0.1934530455
948	0.1934359293
949	0.1933824159
950	0.1933364103
951	0.1933045016
952	0.1932803305
953	0.1932656714
954	0.1932497679
955	0.1932267318
956	0.1931937595
957	0.1931517044
958	0.1931175593
959	0.1930891213
960	0.1930758463
961	0.1930433484
962	0.1930281279
963	0.1930130971
964	0.1929822397
965	0.1929636918
966	0.1929417605
967	0.192930438
968	0.1928802181
969	0.192857945
970	0.1928222123
971	0.1927885881
972	0.1927477924
973	0.1927330416
974	0.1927046109
975	0.1926858413
976	0.1926646328
977	0.1926279527
978	0.1925967346
979	0.1925698733
980	0.1925332136
981	0.192501632
982	0.1924772428
983	0.1924497693
984	0.192422848
985	0.1924089783
986	0.192374073
987	0.1923535816
988	0.1923341237
989	0.1923037078
990	0.192270041
991	0.1922279869
992	0.192199755
993	0.1921996362
994	0.1921839249
995	0.1921337506
996	0.1921111652
997	0.1920993772
998	0.1920795395
999	0.1920580159
948597956
	0.1931181872
